130,164,36,51
132,164,36,51
134,164,36,51
135,164,36,51
137,164,36,51
137,164,36,51
138,164,36,51
138,164,36,51
138,164,36,51
138,164,36,51
138,164,36,51
138,164,36,51
138,162,36,51
138,162,36,51
138,162,36,51
138,161,36,51
137,161,36,51
137,161,36,51
136,161,36,51
135,161,36,51
135,161,36,51
134,161,36,51
133,161,36,51
133,161,36,51
132,162,36,51
131,162,36,51
131,162,36,51
130,162,36,51
130,163,36,51
129,163,36,51
129,164,36,51
128,165,36,51
128,165,36,51
128,166,36,51
128,167,36,51
128,167,36,51
127,168,36,51
126,171,36,51
125,173,36,51
125,175,36,51
125,178,36,51
125,181,36,51
125,184,36,51
126,187,36,51
127,189,36,52
128,192,36,52
129,194,37,53
130,194,37,53
129,196,38,54
128,198,38,54
126,200,38,54
124,203,38,54
123,205,38,54
121,207,38,55
120,209,38,54
119,209,38,55
118,210,38,55
117,211,38,55
117,212,38,55
117,213,38,55
117,213,39,56
118,214,39,56
118,214,39,56
119,215,39,56
120,215,39,56
120,215,39,56
120,215,39,56
121,214,39,56
121,214,39,56
121,214,39,56
121,214,39,56
121,214,39,56
121,214,39,56
121,213,39,56
121,213,39,56
121,212,39,56
121,211,39,56
121,210,39,56
121,209,39,56
121,208,39,56
120,207,39,56
120,206,39,56
119,205,39,56
119,204,39,56
119,203,39,56
118,202,39,56
118,201,39,56
118,200,38,55
117,199,38,55
117,198,38,55
117,198,38,54
118,197,38,54
118,197,38,54
119,196,38,54
119,195,38,54
120,195,38,55
120,195,38,55
121,195,38,55
122,195,38,55
122,195,38,55
122,194,38,55
122,194,38,55
121,194,38,55
121,193,38,55
120,192,38,55
120,192,38,55
121,191,38,55
121,191,38,55
121,190,38,55
121,190,38,55
121,190,38,55
122,190,38,55
122,189,38,55
122,189,38,55
122,189,38,55
121,188,38,55
121,188,38,55
120,188,38,55
120,188,38,55
119,188,38,55
118,188,38,55
117,188,38,54
116,188,38,54
114,188,38,54
113,188,38,54
112,188,38,54
110,188,37,53
109,188,37,53
108,188,37,53
107,188,36,52
106,188,35,50
104,188,35,50
104,189,35,50
103,189,35,50
102,189,35,50
101,189,35,50
101,190,35,50
100,190,35,50
99,190,35,50
99,190,35,50
98,191,35,50
97,191,35,50
97,191,35,50
96,191,35,50
96,191,35,50
95,191,35,50
95,191,35,50
95,191,35,50
95,191,35,50
95,191,35,50
95,191,35,50
94,191,35,50
94,191,35,50
93,191,35,50
92,191,35,50
92,191,35,50
91,191,35,50
91,192,35,50
91,192,35,50
91,193,35,50
91,193,35,50
91,193,35,50
91,193,35,50
91,193,35,50
91,193,35,50
90,193,35,50
90,193,35,50
90,193,35,50
90,193,35,50
90,193,35,50
90,193,35,50
93,193,35,50
94,193,35,50
94,193,35,50
94,193,35,50
94,193,35,50
97,193,36,52
98,193,36,52
98,193,36,52
99,193,36,52
99,193,36,52
100,193,36,52
101,193,36,52
103,194,37,53
104,193,37,53
105,193,37,53
106,194,38,54
108,194,38,54
109,194,38,54
110,194,38,54
112,195,38,55
113,195,38,55
114,195,38,55
116,196,39,56
117,196,40,57
118,196,40,57
119,196,40,57
120,196,40,57
120,196,40,57
121,196,40,57
122,196,40,57
123,197,40,57
124,197,41,58
125,196,42,59
127,196,42,59
128,196,43,60
129,197,43,60
130,197,43,60
131,198,43,60
132,198,43,60
133,198,43,60
134,198,43,60
135,198,43,60
137,198,43,60
138,198,43,60
139,198,43,60
141,198,43,60
143,198,43,62
144,198,43,62
146,198,43,62
148,198,43,62
149,198,43,62
150,198,43,62
151,198,43,62
152,198,43,62
152,198,43,62
153,198,43,62
154,198,43,62
154,198,43,62
155,198,43,62
155,198,43,62
156,198,43,62
156,198,43,62
156,198,43,62
156,198,43,62
156,198,43,62
156,198,43,62
156,198,43,62
155,198,43,62
154,198,43,62
153,197,43,62
152,197,44,63
148,196,43,62
147,196,44,63
145,195,44,63
141,195,43,62
140,195,43,62
138,195,43,62
136,195,43,60
135,195,43,60
134,195,43,60
133,195,43,60
132,195,43,60
131,195,43,60
131,195,43,60
131,195,43,60
130,194,43,60
129,193,43,60
128,192,43,60
128,191,43,60
127,190,43,60
126,189,42,59
125,188,42,59
124,187,42,59
122,188,42,59
121,188,42,59
120,188,42,59
119,188,42,59
117,188,42,59
116,188,42,59
115,188,42,59
114,188,42,59
114,188,42,59
114,188,42,59
114,189,42,59
114,189,42,59
114,190,42,59
114,190,42,59
113,190,42,59
113,191,42,59
113,192,42,59
113,193,42,59
113,193,42,59
113,193,42,59
113,193,42,59
113,193,42,59
113,193,42,59
113,193,42,59
113,193,42,59
113,193,42,59
113,193,42,59
113,193,42,59
113,193,42,59
113,193,42,59
113,193,42,59
114,193,42,59
114,192,42,59
114,192,42,59
114,192,42,59
115,192,42,59
115,192,42,59
115,192,42,59
115,192,42,59
115,192,42,59
115,192,42,59
115,193,42,59
115,193,42,59
114,193,42,59
114,193,42,59
114,193,42,59
114,194,42,59
114,194,42,59
114,194,43,60
114,195,43,60
113,195,42,59
113,195,42,59
113,195,42,59
113,195,42,59
113,195,42,59
113,195,42,59
113,195,42,59
113,196,42,59
113,196,42,59
113,197,42,59
113,197,42,59
113,198,42,59
112,199,42,59
112,200,42,59
112,200,42,59
112,200,42,59
112,201,42,59
112,201,42,59
112,201,42,59
112,202,42,59
112,202,42,59
112,203,42,59
113,203,42,59
113,204,42,59
113,204,42,59
113,205,42,59
113,205,42,59
113,205,42,59
113,205,42,59
113,205,42,59
113,205,42,59
113,205,42,59
113,205,42,59
113,205,42,59
114,204,42,59
114,204,42,59
114,204,42,59
115,205,42,59
115,205,42,59
115,205,42,59
115,205,42,59
115,205,42,59
115,205,42,59
115,205,42,59
115,206,42,59
115,207,42,59
115,207,42,59
115,208,42,59
115,208,42,59
115,208,42,59
115,208,42,59
115,209,42,59
115,209,42,59
115,210,42,59
115,210,42,59
115,210,42,59
115,211,42,59
114,212,42,59
114,212,42,59
114,212,42,59
114,212,42,59
114,213,42,59
114,213,42,59
114,214,42,59
114,214,42,59
114,214,42,59
115,215,42,59
115,215,42,59
115,215,42,59
115,216,42,59
115,216,42,59
115,216,42,59
116,217,42,59
116,217,42,59
116,217,42,59
116,217,42,59
116,217,42,59
116,218,42,59
116,218,42,59
116,218,42,59
116,218,42,59
116,219,42,59
117,219,42,59
117,219,42,59
117,219,42,59
117,219,42,59
117,219,42,59
117,219,42,59
117,219,42,59
117,219,43,60
117,220,43,60
117,220,43,60
117,220,43,60
117,220,43,60
117,220,43,60
117,220,43,60
117,220,43,60
117,220,43,60
117,220,43,60
117,220,43,60
117,220,43,60
117,220,43,60
117,220,43,60
