60,350,42,38
59,346,42,38
47,351,42,38
40,353,42,38
36,355,41,37
36,358,41,37
40,362,40,36
48,369,39,35
56,373,38,35
66,379,38,35
72,383,38,34
81,386,38,34
81,387,37,33
78,375,36,33
68,372,36,33
61,362,36,33
58,356,36,33
54,348,36,33
49,340,36,33
38,337,36,33
37,337,36,33
40,337,36,33
43,335,36,33
46,338,35,32
50,342,35,32
52,347,35,31
52,350,34,31
50,352,34,31
46,351,34,31
44,354,34,31
40,360,33,30
44,366,33,30
52,380,33,29
66,379,33,29
68,379,33,29
69,379,33,29
69,378,33,29
70,377,33,30
60,381,33,30
55,380,33,30
69,377,33,29
70,378,33,30
77,367,34,31
74,374,34,31
77,376,34,31
70,383,33,30
64,385,33,30
54,384,33,30
52,386,33,30
56,377,33,30
75,375,33,30
77,374,33,30
79,372,33,30
77,368,33,30
80,371,33,30
80,374,34,31
78,373,34,31
80,374,34,31
80,375,34,31
79,374,34,31
81,372,34,31
81,371,34,31
79,371,33,30
81,369,33,30
84,370,33,30
91,370,33,30
93,371,33,30
99,373,33,30
100,387,33,30
94,389,33,29
114,387,33,29
127,383,33,29
125,386,33,29
126,388,33,29
124,387,33,29
130,382,32,29
128,378,32,29
125,377,32,29
125,383,32,29
125,383,32,29
125,384,32,29
126,379,32,29
128,377,32,29
125,371,32,29
117,376,33,29
111,385,33,29
112,383,33,29
113,381,32,29
112,385,32,29
116,389,32,29
118,389,32,29
117,384,32,29
112,382,32,29
111,387,32,29
101,389,31,28
104,386,31,28
102,396,31,28
100,399,31,28
103,396,32,29
104,395,32,29
