170,255,71,61
172,254,73,63
173,253,75,64
168,261,75,64
169,262,75,64
172,262,73,63
172,262,72,62
169,258,72,62
164,255,73,63
160,254,73,63
155,252,73,63
152,249,72,62
150,246,72,62
148,245,70,60
141,243,69,59
140,245,68,58
140,245,68,58
142,247,68,58
143,249,68,58
137,245,69,59
117,220,69,59
117,220,70,60
120,221,72,62
123,222,72,62
127,222,72,62
131,222,72,62
135,222,73,63
137,223,73,63
142,229,73,63
144,233,73,63
142,234,75,64
137,234,75,64
131,236,75,64
124,237,75,64
117,238,75,64
111,239,75,64
106,240,75,64
103,242,75,64
101,243,75,64
100,245,75,64
101,246,75,64
103,246,75,64
105,247,75,64
110,247,75,64
115,248,75,64
120,249,75,64
125,250,75,64
132,252,75,64
139,254,75,64
147,256,75,64
155,257,75,64
159,258,75,64
160,261,76,66
158,264,76,66
150,266,76,66
141,267,76,66
133,269,76,66
125,271,76,66
117,271,75,64
111,271,75,64
111,272,75,64
115,273,75,64
118,273,73,63
120,274,73,63
124,275,72,62
126,275,72,62
127,275,72,62
127,276,72,62
126,277,72,62
126,278,72,62
128,278,72,62
131,279,72,62
136,279,72,62
141,280,72,62
145,280,73,63
146,281,75,64
145,281,75,64
142,281,76,66
136,283,76,66
126,283,76,66
115,284,76,66
106,286,76,66
97,287,76,66
92,288,76,66
89,289,76,66
87,290,76,66
86,291,76,66
87,291,76,66
88,292,76,66
90,293,76,66
93,294,76,66
95,294,76,66
99,294,76,66
103,294,76,66
107,294,76,66
111,293,76,66
116,291,78,67
124,288,78,67
130,285,78,67
130,283,79,68
129,283,79,68
123,281,81,70
118,278,81,70
109,276,81,70
100,276,81,70
91,276,81,70
84,277,79,68
83,279,79,68
86,281,79,68
92,283,78,67
98,284,78,67
102,285,78,67
104,285,78,67
106,285,78,67
108,285,78,67
109,284,78,67
110,282,78,67
109,281,78,67
110,279,78,67
113,277,78,67
121,276,78,67
129,276,79,68
130,277,81,70
130,279,81,70
129,280,83,71
123,282,83,71
115,284,83,71
107,286,83,71
100,288,81,70
95,290,79,68
94,292,79,68
96,295,79,68
103,298,79,68
109,300,79,68
115,301,79,68
120,301,79,68
122,301,79,68
124,301,79,68
125,300,79,68
126,297,79,68
128,295,79,68
130,293,79,68
133,291,79,68
138,289,79,68
138,286,81,70
143,281,83,71
145,280,83,71
141,279,84,72
135,279,84,72
128,278,84,72
120,278,84,72
109,279,84,72
99,281,83,71
94,285,81,70
94,286,79,68
97,287,78,67
105,287,76,66
111,288,76,66
117,287,76,66
122,287,76,66
125,286,76,66
126,284,76,66
125,281,76,66
123,279,78,67
121,275,79,68
121,272,79,68
122,269,79,68
125,268,79,68
128,267,79,68
126,261,79,68
127,259,79,68
125,258,79,68
123,257,79,68
115,256,79,68
118,267,79,68
109,269,79,68
99,270,81,70
93,272,83,71
93,276,83,71
97,277,83,71
101,278,83,71
107,278,83,71
113,279,83,71
118,280,83,71
122,279,83,71
124,278,83,71
125,276,83,71
127,275,83,71
129,273,83,71
131,271,83,71
135,270,83,71
137,268,83,71
141,266,83,71
141,265,83,71
140,264,83,71
138,262,83,71
132,261,83,71
124,259,81,70
113,257,79,68
103,255,79,68
94,254,79,68
87,252,79,68
84,250,79,68
82,249,79,68
82,249,79,68
83,249,79,68
85,248,79,68
88,248,79,68
91,248,79,68
96,248,79,68
101,248,79,68
107,248,79,68
112,248,79,68
118,248,79,68
124,249,79,68
130,250,79,68
135,252,79,68
137,253,79,68
138,255,79,68
136,257,79,68
130,259,79,68
123,261,79,68
115,263,79,68
108,264,79,68
102,265,79,68
95,266,79,68
88,268,79,68
81,270,79,68
75,273,79,68
69,275,79,68
66,278,81,70
64,280,83,71
63,282,84,72
63,283,84,72
64,284,84,72
66,286,86,74
68,287,88,75
72,288,88,75
77,289,88,75
81,288,90,77
86,291,90,77
94,291,91,78
97,290,91,78
94,285,91,78
90,282,91,78
84,277,91,78
78,272,91,78
70,267,91,78
67,259,91,78
66,254,91,78
66,250,91,78
69,246,91,78
70,243,91,78
73,240,90,77
73,237,90,77
76,234,90,77
79,231,90,77
82,227,90,77
86,223,88,75
88,221,88,75
93,217,88,75
98,215,88,75
103,211,88,75
109,210,88,75
114,209,88,75
119,209,88,75
118,211,88,75
114,215,88,75
105,219,88,75
98,221,88,75
88,225,88,75
79,227,90,77
71,231,90,77
67,234,90,77
64,237,90,77
61,241,90,77
58,246,90,77
57,251,90,77
56,256,90,77
55,261,90,77
